Date,Open,High,Low,Close,Volume
24-06-1994,0.8044,0.8362,0.7928,0.8197,81673017
27-06-1994,0.808,0.8401,0.7888,0.8401,71381119
28-06-1994,0.8401,0.8683,0.821,0.8567,48589006
29-06-1994,0.8567,0.8683,0.8286,0.8362,37806722
30-06-1994,0.8401,0.8605,0.8401,0.8478,28370652
01-07-1994,0.8438,0.8478,0.8118,0.8246,49997713
05-07-1994,0.821,0.8567,0.821,0.8478,23941563
06-07-1994,0.8401,0.8478,0.8324,0.8362,27158755
07-07-1994,0.8286,0.8644,0.8171,0.8591,47452051
08-07-1994,0.8478,0.8847,0.8478,0.8656,58071939
11-07-1994,0.8683,0.8762,0.853,0.8644,29679405
12-07-1994,0.8644,0.9105,0.8438,0.9078,67576715
13-07-1994,0.9117,0.9682,0.9117,0.9502,125570553
14-07-1994,0.949,0.9526,0.9039,0.9171,50385011
15-07-1994,0.9039,0.9171,0.8809,0.9039,26484073
18-07-1994,0.9005,0.9284,0.8966,0.9078,21314697
19-07-1994,0.9171,0.9209,0.8762,0.8861,32453058
20-07-1994,0.8762,0.8847,0.8438,0.853,60620697
21-07-1994,0.853,0.9117,0.8478,0.8966,80729723
22-07-1994,1.0132,1.0233,0.9604,0.9925,219362713
25-07-1994,0.9963,1.0208,0.9849,1.0144,117871145
26-07-1994,1.0167,1.0245,0.9963,1.0039,52655790
27-07-1994,1.0001,1.0039,0.9809,0.9938,37310086
28-07-1994,0.9925,1.0282,0.9886,1.0208,68413806
29-07-1994,1.0208,1.0886,1.0208,1.0784,154993818
01-08-1994,1.0757,1.0807,1.0486,1.0694,63940977
02-08-1994,1.0731,1.0757,1.0374,1.0426,75176174
03-08-1994,1.0486,1.0641,1.0282,1.0604,63263176
04-08-1994,1.0604,1.0807,1.0604,1.0641,51525093
05-08-1994,1.0526,1.0694,1.0526,1.0641,24266406
08-08-1994,1.0604,1.0886,1.0566,1.0807,39399697
09-08-1994,1.0731,1.0847,1.0604,1.0757,21920651
10-08-1994,1.0757,1.1167,1.0641,1.1078,70715820
11-08-1994,1.0961,1.1245,1.0847,1.0988,83131692
12-08-1994,1.1014,1.1245,1.0847,1.1128,50100786
15-08-1994,1.1128,1.1206,1.0961,1.1078,33486932
16-08-1994,1.1014,1.1128,1.0886,1.1128,43432130
17-08-1994,1.1167,1.1331,1.1078,1.1206,79811426
18-08-1994,1.1128,1.1283,1.1038,1.1078,57522203
19-08-1994,1.1128,1.1206,1.0961,1.1167,36407396
22-08-1994,1.1128,1.1206,1.1078,1.1167,42507572
23-08-1994,1.1167,1.1487,1.1128,1.1206,59805459
24-08-1994,1.1128,1.1206,1.1014,1.1167,47851869
25-08-1994,1.0961,1.1655,1.0961,1.1232,83328466
26-08-1994,1.1283,1.1563,1.1283,1.1449,56947471
29-08-1994,1.1449,1.1563,1.1283,1.1331,42420113
30-08-1994,1.1283,1.1655,1.1245,1.1601,50778578
31-08-1994,1.1526,1.1974,1.1449,1.1577,98121318
01-09-1994,1.1331,1.1449,1.1078,1.1206,56972462
02-09-1994,1.1283,1.1371,1.1206,1.1331,28251978
06-09-1994,1.1283,1.1399,1.1206,1.1385,25497052
07-09-1994,1.1399,1.1718,1.1331,1.1563,56863131
08-09-1994,1.1526,1.1601,1.1399,1.1563,44297330
09-09-1994,1.1449,1.1526,1.1331,1.1449,43850688
12-09-1994,1.1399,1.1449,1.1331,1.1449,25250302
13-09-1994,1.1449,1.1601,1.1399,1.1474,29067195
14-09-1994,1.1399,1.1449,1.1206,1.1245,27633506
15-09-1994,1.1245,1.1563,1.1245,1.1526,72218212
16-09-1994,1.1487,1.1921,1.1371,1.1655,101554040
19-09-1994,1.1655,1.1768,1.1371,1.1371,48623375
20-09-1994,1.1245,1.1331,1.1014,1.1065,55010911
21-09-1994,1.1038,1.1078,1.0807,1.0924,65493344
